marketplace	review_id	product_id	product_category	star_rating	year	month	review_date
US	R2YU1K7HT4JMF4	B00F8L2VO4	Mobile_Apps	5	2014	1	2014-01-28
US	R1CPOMM9OE3FII	B00IEOC4OO	Mobile_Apps	5	2014	3	2014-03-22
DE	R2PVDS24U5V9Y8	B007SFJZCE	Digital_Music_Purchase	5	2013	2	2013-02-21
US	R324MUCG2CUWVQ	B00J2VSS0C	Mobile_Apps	2	2014	11	2014-11-10
US	R3CRURAHT96KAC	B00138JATK	Digital_Music_Purchase	5	2012	12	2012-12-10
US	RCHWORO7C8VKM	B00FATEJYE	Mobile_Apps	5	2013	12	2013-12-10
US	R32YWTCKWZRICD	B00ET47USI	Mobile_Apps	5	2015	1	2015-01-08
UK	R2B37ILJYTP7FA	B004SCN2F6	Mobile_Apps	4	2013	3	2013-03-29
US	R3PZXEUIQOCB90	B005VPRETE	Toys	3	2013	3	2013-03-03
US	RKU9F41L9ZQ3A	B00AHQNHSY	Mobile_Apps	2	2014	2	2014-02-05
UK	R3L8N7H1C1MKN0	B00I8Q77Y0	Mobile_Apps	5	2014	2	2014-02-09
US	R3HU5DMFKFCPT	B005ZUR724	Mobile_Apps	4	2015	4	2015-04-02
US	R38NFACNQ237C1	B0054JZC6E	Mobile_Apps	4	2012	2	2012-02-09
US	R3F3L2DK7JGQ7E	B00FAPF5U0	Mobile_Apps	4	2014	10	2014-10-29
UK	R3NZNCZTUENX8H	B00IEBE7GK	Mobile_Apps	1	2014	7	2014-07-05
US	R3O0C2Y738GOPY	B0049H9NVW	Toys	5	2014	3	2014-03-01
US	R1IBUXDS22POND	B00DUGCLY4	Mobile_Apps	4	2014	6	2014-06-25
UK	R6WMYJIJF8MS0	B005KIQEJI	Toys	5	2015	1	2015-01-23
US	R3SNRYYSPNBNKO	B005VOXQ1U	Toys	5	2013	8	2013-08-18
US	R1CZ3ZEPPJKACQ	B006PHD0RW	Mobile_Apps	5	2013	1	2013-01-14
US	RI5F1CW1OAMBC	B00FAX6XQC	Mobile_Apps	3	2014	3	2014-03-01
US	R115WJJNOE7UF6	B0007LGCB8	Shoes	5	2014	9	2014-09-14
US	R2TIQYDCCUDAT8	B00785P2QC	Mobile_Apps	5	2013	5	2013-05-27
US	R1V3864TU7MNJG	B00OKYQZDI	Mobile_Apps	5	2015	2	2015-02-21
US	R1R4Y007XQBI1J	B00AKEMHCA	Mobile_Apps	5	2013	6	2013-06-26
UK	R1F4XU088VLY2C	B00E3BK0QQ	Mobile_Apps	4	2014	4	2014-04-03
US	R3RUGM7RJZPQTO	B004MC8CA2	Mobile_Apps	5	2012	3	2012-03-02
UK	R1QW9KW99142KN	B00PM3SKNY	Mobile_Apps	5	2014	12	2014-12-25
US	R1Z694VAJXO6BS	B007SOQBCM	Mobile_Apps	1	2014	3	2014-03-15
US	R2Y2FUJ9AHPQI9	B0073RSVMC	Toys	5	2015	2	2015-02-11
US	R3PQ47Q328NSWZ	B00GIZO674	Mobile_Apps	5	2014	5	2014-05-16
US	R11BVU5031PN17	B0086700CM	Mobile_Apps	5	2012	5	2012-05-28
US	RK2I6CLYA3LCC	B000W7JWUA	Toys	5	2012	12	2012-12-24
US	R1E3F8PL102I5M	B0064TVQ5E	Mobile_Apps	3	2013	10	2013-10-02
US	R2K2UKKHEUPPE0	B006M4F67A	Mobile_Apps	5	2013	3	2013-03-18
US	R1FWYUVZUM8GI9	B006ON41FC	Mobile_Apps	5	2012	2	2012-02-18
US	R3T123380U62KH	B00FAPF5U0	Mobile_Apps	5	2014	11	2014-11-03
UK	R1KRC875MSBBRS	B00CF34B2I	Mobile_Apps	5	2013	7	2013-07-28
US	R3VWHVPFL9FAXX	B009ZZDNT6	Mobile_Apps	1	2013	11	2013-11-20
US	RQRA4QK8IZ907	B00IKZX1ZI	Mobile_Apps	5	2014	3	2014-03-22
US	R3FI9AU1F2ITM1	B00659N39K	Kitchen	4	2013	6	2013-06-24
US	R3UOLUF0Y66HKY	B004FRX0MY	Mobile_Apps	5	2014	9	2014-09-24
US	RMN12DBIQYZTV	B0055S348W	Mobile_Apps	5	2013	8	2013-08-27
JP	R3KRKIUU4WWCDB	B00D6B4PUG	Mobile_Apps	3	2013	9	2013-09-29
US	R370OPF28ABM87	B008JGSM6G	Mobile_Apps	4	2014	3	2014-03-16
US	R2LDYYHT987HS4	B00C7TAF3Y	Mobile_Apps	5	2013	9	2013-09-14
US	R3OA1WYKRN738I	B004GJDQT8	Mobile_Apps	1	2015	8	2015-08-31
US	R2A5ZVI9NVZC1V	B00NUHOVBE	Mobile_Apps	2	2015	7	2015-07-20
US	R1RCI6RA1UTF6A	B000J5XS3C	Musical Instruments	5	2013	4	2013-04-10
US	R3LRBU0KTAOZG5	B00E8KLWB4	Mobile_Apps	5	2013	8	2013-08-26
US	R33L1HCXGGIGSH	B00CWY76CC	Mobile_Apps	5	2013	7	2013-07-10
UK	R139TOIKABK6NG	B00DU761TY	Mobile_Apps	3	2014	3	2014-03-18
US	R2ZEY2O8ZMFYM7	B004Y1WCDE	Mobile_Apps	5	2014	7	2014-07-21
US	RUYDNS3F2YV22	B00AHQNHSY	Mobile_Apps	5	2014	11	2014-11-28
UK	R34M55GWJMOW2C	B00AREIAI8	Mobile_Apps	3	2013	4	2013-04-05
US	R10JRSEUINMYN6	B0064TVQ5E	Mobile_Apps	4	2012	12	2012-12-02
US	RNOKP3BWZ0O52	B0054JZC6E	Mobile_Apps	5	2014	3	2014-03-06
US	R1DW0UKGDWIU6E	B006O7XOOW	Toys	5	2012	8	2012-08-27
US	R1THFI81G60LMY	B00KF2KHYM	Digital_Music_Purchase	5	2014	7	2014-07-20
US	R3C0NM7ZT3CILC	B00AESN8XY	Mobile_Apps	5	2015	2	2015-02-05
US	R1NZV4LJE31S7S	B0067R0APK	Mobile_Apps	5	2015	7	2015-07-26
UK	R3CQX1P0RLZ529	B00IEBE7GK	Mobile_Apps	5	2014	5	2014-05-26
US	RWT508BKVTWC2	B0094BB4TW	Mobile_Apps	5	2013	8	2013-08-11
US	R21B67WY9W0B5W	B00B2V66VS	Mobile_Apps	5	2013	1	2013-01-26
US	R2Y7G2TR0A0IEZ	B00466HM28	Musical Instruments	4	2015	1	2015-01-03
US	R2F2W58D396R9C	B0067D7Y3U	Digital_Music_Purchase	5	2011	12	2011-12-24
US	R2YCXLBGI68ODZ	B007JM4CWY	Mobile_Apps	5	2012	6	2012-06-05
US	R1U4FC2VQ5UUPA	B00LXLM05I	Mobile_Apps	5	2015	5	2015-05-14
US	RNEZF72HSJQWS	B00CH87HF4	Mobile_Apps	3	2014	2	2014-02-26
UK	RLFLILH9PBE74	B00KQE2ZYO	PC	5	2015	1	2015-01-05
UK	R327VCIZX2TX6F	B00DV2D0JC	Mobile_Apps	4	2015	5	2015-05-15
DE	R17RROV9VUHU8C	B00BDAP66E	Mobile_Apps	2	2014	9	2014-09-10
UK	R1XLGRM5QE7TEW	B0046C0GCA	Digital_Music_Purchase	4	2015	3	2015-03-27
US	R39K5MNP62V742	B009UX2YAC	Mobile_Apps	5	2015	6	2015-06-09
US	RGYCGQSCGVMCM	B00FAI2IUM	Mobile_Apps	4	2014	9	2014-09-07
US	RECQ1INS566QK	B00992CF6W	Mobile_Apps	5	2013	12	2013-12-19
DE	R1AQS4N04WIK8W	B003EM7J5U	Digital_Music_Purchase	2	2013	7	2013-07-16
US	RF66ORZQ0APDI	B00KA7JIII	Mobile_Apps	4	2014	10	2014-10-24
US	RAPPFSN5LLCKK	B00JVZ0DQG	Mobile_Apps	5	2014	10	2014-10-22
UK	R2C1QLP1EA5VO7	B00DJFIMW6	Mobile_Apps	5	2013	7	2013-07-12
US	R2CLMY67FQJRAI	B00CCR9P0U	Kitchen	5	2014	10	2014-10-22
US	R5KT3L8ZYCHZN	B00AREIAI8	Mobile_Apps	4	2014	9	2014-09-11
US	R2AVLM8DSAOS73	B00EEL0LGY	Mobile_Apps	5	2015	4	2015-04-07
US	R3D3UCMPAMFKEV	B00GAVJ77K	Mobile_Apps	5	2015	4	2015-04-06
UK	R242ZC5QPMCQOH	B00PTB7B34	Mobile_Apps	4	2014	12	2014-12-17
US	R1MZLR451I0N4C	B00881VLCE	Mobile_Apps	5	2014	8	2014-08-05
US	R1QHNHIG4L7JX1	B00DUGCLY4	Mobile_Apps	5	2015	2	2015-02-08
US	R22Q5ZVB043NGR	B00992CF6W	Mobile_Apps	4	2013	6	2013-06-07
US	R7UNTVOZWFJN2	B00GINENG0	Mobile_Apps	5	2015	8	2015-08-27
US	R2S17V0LIZZA44	B005EPKS8A	Digital_Music_Purchase	5	2014	3	2014-03-05
US	R1G72KUMZXN4L4	B00DSY8D36	Mobile_Apps	5	2014	12	2014-12-22
US	R1H3VVODDFYX0R	B00QL0ST1K	Mobile_Apps	5	2015	3	2015-03-07
UK	R2IPCKVK2CDSBR	B004DLPXAO	Mobile_Apps	4	2015	5	2015-05-09
US	R1QCHMMBL7NVAC	B00QLVY7J2	Mobile_Apps	5	2015	4	2015-04-15
US	R2L3ORGBSADJ42	B00E8KLWB4	Mobile_Apps	4	2014	6	2014-06-01
US	R3KWA7BG0HTUDL	B005VPRFSY	Toys	5	2013	11	2013-11-06
US	R1DXJLPJURQ0ZH	B00NWLIW0E	Mobile_Apps	5	2015	2	2015-02-01
US	R1NLXPK3KZAO37	B006M4F67A	Mobile_Apps	4	2013	5	2013-05-16
US	R37USX41TQZOIQ	B00NW2KZYY	Mobile_Apps	2	2015	2	2015-02-06
US	RQTF5U1FTCAYT	B007M45PMU	Digital_Music_Purchase	5	2013	3	2013-03-18
US	R3S0G5OAYDYMKQ	B007SYWFRM	Mobile_Apps	5	2012	4	2012-04-18
US	R1WA2TJWVDR3LD	B00E8KLWB4	Mobile_Apps	5	2015	2	2015-02-19
US	R25CP3BKBQ5K6M	B00811U0FK	Toys	5	2015	5	2015-05-30
UK	R33Z2A50PMP17T	B008Y2FRFO	Mobile_Apps	5	2014	4	2014-04-16
US	R34CE94TDZZE5E	B00LU0P9L4	Mobile_Apps	3	2015	1	2015-01-07
US	R2VK1G5XN9316O	B0063IH60K	Mobile_Apps	5	2013	2	2013-02-25
UK	R2EVPXR36OCPH0	B004Y1WCDE	Mobile_Apps	5	2014	4	2014-04-25
UK	R1OPGNB59G19O3	B0042HOTRC	Toys	5	2015	1	2015-01-10
US	R2MIAD6CI5W7M0	B00DJFIMW6	Mobile_Apps	5	2015	7	2015-07-16
US	ROW9D3QP1MVEV	B007MNV5WU	Mobile_Apps	5	2012	3	2012-03-23
US	RCBS24NG7B7QU	B007TMON8M	Mobile_Apps	4	2014	3	2014-03-02
US	RQOBBLRW9TQ4H	B008MM9630	Mobile_Apps	5	2013	9	2013-09-04
US	R1SJ73Z4X52V8G	B00881VLCE	Mobile_Apps	4	2014	5	2014-05-02
US	R8PPORH4OLWW2	B007SYWFRM	Mobile_Apps	5	2013	10	2013-10-21
UK	R3JEIOXBE6DNNF	B00C7TAF3Y	Mobile_Apps	5	2013	5	2013-05-19
UK	RA82O9IUUWLW2	B00NSN70EK	Mobile_Apps	4	2015	4	2015-04-04
US	R90F8R94YRJ38	B00JOT3HQ2	Mobile_Apps	5	2015	2	2015-02-28
US	R2KGG269Z0LM	B00CHSPB8Y	Mobile_Apps	5	2013	9	2013-09-06
JP	R1MBUUA276040E	B0051UP5NQ	Mobile_Apps	1	2015	2	2015-02-16
US	R1C8F9PFYJHEGQ	B00DJFIMW6	Mobile_Apps	3	2013	9	2013-09-23
US	RUS4491XV2W1R	B007T7MIR0	Mobile_Apps	5	2014	7	2014-07-09
US	R2EB0DO7GJ3R2O	B00V7MJXJ4	Mobile_Apps	5	2015	6	2015-06-06
UK	R2EOX5N26DOMFN	B00AREIAI8	Mobile_Apps	5	2014	4	2014-04-22
US	RR73YA06S9RR6	B00149C8BK	Digital_Music_Purchase	5	2015	2	2015-02-16
UK	R1X3FFMN88CB40	B0097GVJWQ	Mobile_Apps	5	2014	7	2014-07-05
US	RRXFC2WK5E274	B00JOT3HQ2	Mobile_Apps	5	2015	5	2015-05-19
US	R31VQPFHQE9P7B	B00NUHOVBE	Mobile_Apps	5	2015	2	2015-02-14
UK	RJQRRVMVVVXPE	B00DYOOGYK	Mobile_Apps	5	2015	2	2015-02-04
US	R2ILS9AAXR5CAP	B00B4VI8MQ	Mobile_Apps	4	2013	5	2013-05-31
US	R3P23CP7VNNNHR	B00EDF43MY	Mobile_Apps	4	2013	9	2013-09-12
UK	RJXV3KWKEYXL7	B00VRYCGLO	Mobile_Apps	3	2015	8	2015-08-10
UK	R235EEHI3E5D00	B0044RUSZM	PC	5	2014	2	2014-02-09
FR	R12C5DOGJRJ77Q	B006WVVA28	PC	5	2014	11	2014-11-22
US	R1SIYL9LP51U70	B00594XOZU	Mobile_Apps	5	2013	9	2013-09-01
US	R37BEEQR4T9CCU	B006HL9G10	Mobile_Apps	5	2013	1	2013-01-13
US	R2P8V05LMDO7ZS	B00A8ECU24	Mobile_Apps	1	2014	5	2014-05-30
US	R1NNFO4INEXLBQ	B00QW8TYWO	Mobile_Apps	5	2014	12	2014-12-26
US	R2W5XLK7A0OVOD	B00DJFIMW6	Mobile_Apps	5	2014	1	2014-01-22
US	R1013NGVET697P	B00CSR2J9I	Mobile_Apps	5	2013	8	2013-08-10
US	R14WWGYOFS6LSG	B008NF45S2	Mobile_Apps	1	2014	11	2014-11-14
US	R7SV0R4F0XL46	B005HSL626	Mobile_Apps	5	2012	1	2012-01-02
US	RR8WGZ1HFJZ55	B00DSY8D36	Mobile_Apps	1	2014	7	2014-07-16
US	R20N46ZQ5UGYZ5	B00V7MJXJ4	Mobile_Apps	5	2015	6	2015-06-21
US	R1WMPAE6RUDPF6	B00FAPF5U0	Mobile_Apps	5	2014	1	2014-01-02
US	RWAN5VXFWYMYS	B00KZ6WRAA	Mobile_Apps	5	2015	7	2015-07-22
US	R2KW95A8SXIE08	B00CWY76CC	Mobile_Apps	4	2014	2	2014-02-18
US	R24R3MZVQI4KRQ	B00I6IKSZ0	Mobile_Apps	5	2015	5	2015-05-01
US	RPW0X567MFGE2	B00BWBHIUG	Mobile_Apps	3	2013	8	2013-08-08
UK	RBEWQ3T3623IF	B00GMSZCMK	Mobile_Apps	1	2015	1	2015-01-23
US	ROLQU0YHXPJY8	B00C7TAF3Y	Mobile_Apps	5	2013	8	2013-08-29
US	R99X5IX20PCYC	B00AHDXTIK	PC	1	2014	2	2014-02-10
US	RLPOPKJVJ4SOC	B002JH3TW8	PC	5	2014	8	2014-08-31
US	RPCAYZ99SC6JO	B00AKL1XPU	Mobile_Apps	5	2014	1	2014-01-27
US	R1EQYU8VB607O2	B00BD6EJRK	Mobile_Apps	5	2015	3	2015-03-26
US	R10XIYCTXU38JV	B004Y1WCDE	Mobile_Apps	1	2015	6	2015-06-02
US	RI3QGOHLCDI69	B00NW2KZYY	Mobile_Apps	5	2014	9	2014-09-27
US	R1MUTQYN58M3IO	B00GMSZCMK	Mobile_Apps	4	2013	12	2013-12-21
US	R2YI28I5Q7DZ8N	B004O3YGMC	Mobile_Apps	5	2012	1	2012-01-07
UK	R6GJWZ1X24F7K	B004FRX0MY	Mobile_Apps	4	2015	8	2015-08-29
US	R35DNUPWVHN4KH	B0054JZC6E	Mobile_Apps	5	2012	1	2012-01-31
US	R3ACT6EMWI7LOB	B004SBS8LA	Mobile_Apps	5	2011	3	2011-03-25
US	RHVM7EM4M6W2L	B00AESN8XY	Mobile_Apps	1	2015	4	2015-04-08
US	R1DF8AA2WYTOSJ	B009O5CLZY	Mobile_Apps	5	2014	2	2014-02-23
FR	R120PB7DQM76TB	B003AVMUU4	Toys	2	2011	6	2011-06-21
UK	R37B3OWP4ANURP	B00QW8TYWO	Mobile_Apps	5	2015	2	2015-02-20
UK	R1OH2N9O7AOOC5	B007QXWV1U	Mobile_Apps	5	2015	2	2015-02-08
US	R3K9DR3UZXZ37S	B00KA7JIII	Mobile_Apps	5	2015	6	2015-06-26
US	R1XV3VYPX4O5G9	B009MJU8P2	Toys	5	2014	1	2014-01-09
US	R2Q8A7ZBNDYRSI	B009UX2YAC	Mobile_Apps	5	2013	2	2013-02-05
US	R337POVR3Z8IAK	B00IEBE7GK	Mobile_Apps	4	2014	6	2014-06-28
DE	R14I84M8QMUN52	B008MEM24S	Mobile_Apps	4	2014	1	2014-01-03
US	R131E6SC3U7D8L	B00E8KLWB4	Mobile_Apps	4	2014	8	2014-08-24
US	R1I6LD3KCCUOLU	B000W7JWUA	Toys	5	2014	8	2014-08-15
UK	R1SLR6X6RCX7J4	B00BXI26XC	Mobile_Apps	4	2014	3	2014-03-12
US	RV628O9JCJDGA	B00JOT3HQ2	Mobile_Apps	5	2014	11	2014-11-22
UK	RCDRZ3UJ4JHW2	B00DVKOYBM	Mobile_Apps	4	2014	12	2014-12-05
US	R3F0RX73W6W6YZ	B00VRYCGLO	Mobile_Apps	4	2015	7	2015-07-20
US	R1M4TBWQDLCKAR	B00K7C17QW	Mobile_Apps	3	2014	7	2014-07-24
US	ROKJRFBUDKT2A	B007WFTFG6	Mobile_Apps	4	2014	1	2014-01-16
DE	RFI5CVSNJLTG9	B0042HOU6W	Toys	5	2011	12	2011-12-22
US	RYU36VG3KZA9C	B00J4S962W	Toys	5	2015	7	2015-07-07
US	R111AQAIJMCT64	B009KS4XRO	Mobile_Apps	3	2013	8	2013-08-31
US	R2Q3M5TVULK0RP	B00EXVZZE8	Mobile_Apps	4	2014	11	2014-11-23
US	R105B55OY3DX89	B00PTB7B34	Mobile_Apps	5	2014	12	2014-12-22
US	R2NWNEI3DODHAW	B00HGJ18C2	Mobile_Apps	3	2015	3	2015-03-16
US	R2O6ZONXV9ZNJ9	B0045NDVFE	Digital_Music_Purchase	5	2013	2	2013-02-28
UK	R23DFEFJ3DD0FO	B00E8KLWB4	Mobile_Apps	5	2014	5	2014-05-04
US	R1GFL2H0EFGRWL	B004MC8CA2	Mobile_Apps	5	2014	5	2014-05-22
US	R1ENB7VVEKZPJ9	B00I8Q77Y0	Mobile_Apps	5	2014	3	2014-03-30
US	R3UQU7F1WVS0R7	B007TKT2SK	Mobile_Apps	5	2013	6	2013-06-20
US	R2RO3WJZ9B4BZ4	B007D2XSW0	Mobile_Apps	4	2012	7	2012-07-08
US	R6ISQ2E5969WS	B00992CF6W	Mobile_Apps	5	2013	2	2013-02-16
US	R26J9K4ZFCSX2S	B00AKEMHCA	Mobile_Apps	5	2013	8	2013-08-11
US	R92538EENTI7U	B00IG2DOKM	Mobile_Apps	4	2015	3	2015-03-28
US	R2SEJ7BY8317JH	B007ZGO7EM	Mobile_Apps	4	2015	5	2015-05-15
US	R1HR855UHS6YZY	B00KZ6WRAA	Mobile_Apps	5	2015	7	2015-07-02
US	R1YKBVIRX82L9U	B00CWY76CC	Mobile_Apps	3	2013	8	2013-08-16
US	R1C42MQKVQS3E	B00MU9R5OI	Mobile_Apps	1	2014	12	2014-12-29
US	R3QPP8EZJI3H8O	B00E8KLWB4	Mobile_Apps	2	2015	2	2015-02-25
US	R4WYAX0H65CPN	B0077SGMXM	Mobile_Apps	4	2015	6	2015-06-06
US	R1D8Z7UQKZ10RO	B00FAPF5U0	Mobile_Apps	4	2013	12	2013-12-28
UK	R3VUUP06X4CW11	B00QW8TYWO	Mobile_Apps	5	2014	12	2014-12-31
US	R3BAIVWNF19DGG	B00DJFIMW6	Mobile_Apps	5	2013	10	2013-10-12
US	RUNJDYP9P50Y	B00IKZX1ZI	Mobile_Apps	5	2014	4	2014-04-27
US	R1YNKWRXJS1FU9	B008KE3960	Mobile_Apps	3	2013	8	2013-08-07
US	R3GBYJ5229VOT3	B00FAPF5U0	Mobile_Apps	4	2014	6	2014-06-08
US	R2W91YTLGCXZP2	B00KR744JE	Mobile_Apps	5	2014	9	2014-09-12
UK	RWNB99N9EVYY4	B008Y2FRFO	Mobile_Apps	5	2012	12	2012-12-07
US	R2F1W5LCQVZ0F6	B00FRQ32N4	Mobile_Apps	5	2013	11	2013-11-17
UK	R1VUXVLF8ZV455	B00IKZX1ZI	Mobile_Apps	5	2014	5	2014-05-05
UK	R18V0UCQJMONKY	B00U7VDC7A	Mobile_Apps	4	2015	3	2015-03-21
US	RM7USQIGL75QW	B00II5YUIW	Mobile_Apps	4	2015	1	2015-01-04
US	R84GQ7LADLPX5	B0094BB4TW	Mobile_Apps	5	2014	8	2014-08-02
US	R15QQ68VCGFAB7	B00CH26TL8	Mobile_Apps	1	2013	12	2013-12-29
US	RAS0PBR4K8AS7	B00785P2QC	Mobile_Apps	5	2012	5	2012-05-25
US	R2C0A8H8954ZUQ	B00FATEJYE	Mobile_Apps	5	2014	7	2014-07-14
UK	R3FOH24OO7Y4PS	B00C7TAF3Y	Mobile_Apps	4	2013	7	2013-07-25
DE	R261NW20FQOETH	B00TJ9JB6M	Digital_Music_Purchase	5	2015	3	2015-03-06
US	R2AEP8RRLI74FS	B00FAPF5U0	Mobile_Apps	5	2013	11	2013-11-01
US	R28PA0N1Z0JR2T	B00PB5AO4G	Mobile_Apps	4	2015	3	2015-03-28
US	RC20ROCARUORE	B0067Q42BY	Mobile_Apps	5	2012	4	2012-04-08
US	RCFEE04V8OFKI	B005XQLBU4	Mobile_Apps	4	2013	8	2013-08-29
US	R2UWOHQKAWTX2H	B008OOYALE	Mobile_Apps	5	2012	8	2012-08-10
US	R1QI2H2M2W5CZ1	B006OOHYIC	Mobile_Apps	5	2013	7	2013-07-31
UK	R2S1LF02UPWTFC	B00E8KLWB4	Mobile_Apps	5	2014	8	2014-08-18
US	R213M4VJEHU1IX	B009O2XY12	Mobile_Apps	5	2013	2	2013-02-19
US	R3M263JLTV2BSJ	B009UX2YAC	Mobile_Apps	5	2013	3	2013-03-03
US	R2YGN1Q90YAIEU	B00FATEJYE	Mobile_Apps	5	2014	7	2014-07-18
US	R2XHTJ1497NQZN	B00I8Q77Y0	Mobile_Apps	5	2014	5	2014-05-28
JP	RP2J4IMB1793A	B004OT8HJO	Toys	4	2013	2	2013-02-13
US	R33R2JT6RELU9J	B0050DZ8J0	Mobile_Apps	2	2014	1	2014-01-04
US	R3G2YQHAW9UBCJ	B00992CF6W	Mobile_Apps	5	2013	5	2013-05-06
UK	RZNV79GC6JBW0	B00DUGCLY4	Mobile_Apps	5	2014	4	2014-04-11
US	RDARJ4H0W7BSO	B00MNYTWMI	Mobile_Apps	5	2014	9	2014-09-03
US	R3OL0K4Z35384B	B00JOT3HQ2	Mobile_Apps	5	2015	1	2015-01-02
US	R2P0PY4CK1ZU9F	B004SJ3BCI	Mobile_Apps	5	2012	10	2012-10-24
US	RQJUC8736OHBJ	B00992CF6W	Mobile_Apps	4	2014	10	2014-10-11
US	R2V0A2FKYX7JQ4	B00ARW2XJW	Mobile_Apps	3	2013	1	2013-01-23
US	R1I4OR881DFU54	B00F2LIV4E	Digital_Music_Purchase	5	2015	1	2015-01-17
US	R1NV1VWC1LDP9T	B00LZXOI5E	Mobile_Apps	1	2014	10	2014-10-13
US	RS5OLXLVH7F6Q	B00BJ9VBLI	Mobile_Apps	5	2013	12	2013-12-09
US	R3B7LCW9PGAVPV	B00CWY76CC	Mobile_Apps	4	2013	12	2013-12-04
US	R36QZ1BM4929UG	B005WYFLNU	Toys	5	2013	1	2013-01-04
US	R1Y5VGMUY4FQS5	B00FAPF5U0	Mobile_Apps	5	2015	6	2015-06-20
US	RDD7VPRJHJUW3	B009UX2YAC	Mobile_Apps	5	2013	6	2013-06-06
US	R3MBQOM7NUUOEI	B00A77II0U	Mobile_Apps	5	2012	12	2012-12-04
US	R3I2H0ROW4R86C	B00CA9Y6Q8	Digital_Music_Purchase	5	2013	8	2013-08-22
UK	R1FUVECOH12G4Y	B008JGSM6G	Mobile_Apps	3	2014	10	2014-10-18
US	R3QZX56M3Z9WC4	B00KY7PEAA	Mobile_Apps	5	2014	10	2014-10-03
US	RZLX84ZLIH3BI	B008RA3X5E	Mobile_Apps	5	2013	1	2013-01-27
US	R32AV5BKWOQLQS	B00IINPXLW	Mobile_Apps	5	2015	3	2015-03-09
US	RP2WSGRBDTBGC	B00DEG4Z1W	Mobile_Apps	5	2013	7	2013-07-10
US	R2EHSTTPH8K3Z7	B00I8Q77Y0	Mobile_Apps	5	2014	3	2014-03-06
US	R140BSBABKQI0F	B00E8KLWB4	Mobile_Apps	5	2014	12	2014-12-30
US	R3RGVVIE2X1BHS	B00IVD2HMW	Mobile_Apps	2	2014	6	2014-06-22
FR	RL0962U7SA75J	B009B28VFE	Digital_Music_Purchase	3	2013	11	2013-11-11
UK	RTN3J7QGEJ0NP	B00GINENG0	Mobile_Apps	4	2014	11	2014-11-08
US	R1UCP5QVC49UUZ	B00FAPF5U0	Mobile_Apps	5	2013	10	2013-10-26
US	R2AF6X2CG5KEK	B00QLVY7J2	Mobile_Apps	5	2015	4	2015-04-17
US	R1T8FQCA8H8ST4	B004VYYA2K	Toys	3	2014	2	2014-02-15
US	RM6L8NI33RXKB	B000UGS97U	Toys	3	2014	10	2014-10-22
FR	R12GOTCZIDP7F8	B00B2V66VS	Mobile_Apps	5	2013	7	2013-07-17
US	R301GWFB5YYNNJ	B0064TVQ5E	Mobile_Apps	5	2014	4	2014-04-15
US	R17VEX3IBO6E6N	B009HQ9UHC	Mobile_Apps	2	2014	4	2014-04-26
US	R2M56FOYV99XEF	B007SYWFRM	Mobile_Apps	5	2012	5	2012-05-25
US	R3NQZKTVCUK7IY	B008K6HN8I	Mobile_Apps	5	2014	11	2014-11-30
US	RQ4V9LOXT4PYI	B00KFW4EFA	Mobile_Apps	1	2014	7	2014-07-04
US	R1EX4VHQ29UXAE	B00FAPF5U0	Mobile_Apps	5	2013	11	2013-11-19
US	R2JKJQA86LUZ90	B007D2XSW0	Mobile_Apps	1	2013	2	2013-02-18
US	R2WBNXPCJ8WC2I	B00992CF6W	Mobile_Apps	5	2013	8	2013-08-16
US	RMSTJIQJANMO8	B005XDHNF4	Toys	5	2013	9	2013-09-08
JP	R16MES6ZW0EVIC	B002QYNIHU	Toys	5	2013	4	2013-04-16
UK	R2WQY889LHNLP8	B00FAPF5U0	Mobile_Apps	4	2014	12	2014-12-27
UK	R36UENM4QOCJ4L	B009G41CG2	Mobile_Apps	1	2014	7	2014-07-04
US	R1QT6CZ9UOQ4U4	B0086700CM	Mobile_Apps	3	2012	6	2012-06-08
US	RTGECH7YN1NM4	B00LC93GCC	Mobile_Apps	4	2015	2	2015-02-09
US	R3UP4SXBRFNIYN	B0026PA05M	Digital_Music_Purchase	5	2014	7	2014-07-16
UK	R3RBGK0U6FLNHT	B005XLN97M	Toys	5	2013	9	2013-09-16
US	R3T624AMKK017T	B006BGZJJ4	PC	5	2013	1	2013-01-06
US	R1H4H34HMOW91X	B00G4NUQYM	Mobile_Apps	4	2014	1	2014-01-25
DE	RS2LV79MRAT8N	B00IS6H9RU	Digital_Music_Purchase	5	2014	6	2014-06-30
US	R3DFZ8IYFL8ROO	B002HJ9PTO	Musical Instruments	3	2013	7	2013-07-20
UK	R1LPFH27YAHTV5	B004RCHG2W	Digital_Music_Purchase	4	2011	3	2011-03-24
US	RNL5BPFTUGHW5	B00CWY76CC	Mobile_Apps	5	2013	6	2013-06-27
US	R3VO7BKQVNKPZD	B007BFSYMS	Mobile_Apps	5	2013	1	2013-01-27
US	R3KGINSDWX371A	B00QW8TYWO	Mobile_Apps	5	2015	5	2015-05-09
US	R2ABYCRTLI5KS6	B008IJTFYW	Mobile_Apps	5	2013	1	2013-01-18
US	R1AJJG72AP54AR	B00JVZ0DQG	Mobile_Apps	5	2014	5	2014-05-25
US	ROEWC2V2CQXKR	B00BQPEIT2	Mobile_Apps	5	2013	6	2013-06-05
US	R2R971AK57V8VM	B0089XH38M	Mobile_Apps	5	2014	9	2014-09-28
