"Company","count"
"Suffolk Consulting Group Inc",2
"Leading Mortgage Solutions",2
"PREFERRED MORTGAGE CORPORATION",2
"PRO Consulting Services, Inc.",2
"BorrowersFirst, Inc.",14
"Becker and Klein, LLC",9
"PROPEL FINANCIAL SERVICES LLC",7
"Net Pay Advance, Inc.",12
"Orion Title & Escrow LLC",2
"Local Management, LLC",10
"MRS Collections LLC",4
"SETTLEMENT CORP",2
"THE VALLE LAW FIRM, P.A.",3
"Town Square Mortgage & Investments, Inc.",4
"Management Core Solutions, Inc.",2
"American Lending LLC",5
"Full Circle Financial Services, LLC",12
"Orion Portfolio Services, LLC",11
"Hawaii Mortgage Experts",1
"BCI FINANCIAL GROUP, INC.",7
"Position One Group",1
"Solace Financial, LLC",6
"Integrity First Lending LLC",4
"Bryant, Hodge & Associates LLC",19
"Fradkin & Weber PA",7
"Platinum Finance Company, LLC",2
"GETM INCORPORATED",2
"RCO Hawaii, LLLC",7
"Law Office of James R. Vaughan, P.C.",19
"HARRIS AUTOMOTIVE GROUP LLC",1
"FEDChex Recovery, LLC",13
"MEMA CORP",3
"INDUSTRIAL AND COMMERCIAL BANK OF CHINA (USA), NATIONAL ASSOCIATION",8
"RESIDENTIAL MORTGAGE SERVICES",12
"DEEP SOUTH FINANCIAL SERVICES INC.",6
"Sentrix Financial Services",7
"Landlord Rent Collections, LLC (Closed)",5
"C B Merchant Services",15
"Citizens Savings & Loan Corporation",9
"Blackwell, Burns & Pratt",2
"snw investments",1
"Absolute Mortgage Company, Inc.",10
"FM Home Loans, LLC",2
"Fortren Funding LLC",9
"Lend Smart Mortgage, LLC",7
"ROWLETT MORTGAGE LENDING, LTD",1
"Choice Money Transfer, Inc.",3
"FirstLine Financial, Inc.",2
"Peak Acceptance, LLC.",15
"Weinman Acquisition Group",33
"Richard J. Boudreau & Associates, LLC",30
"CHURCHILL MORTGAGE CORP",9
"Allarin Professional Group LLC",2
"Paradigm Capital Group",1
"Novea Portfolio Management LLC",10
"CONSUMER PROTECTION ASSISTANCE COALITION, INC",12
"BRAZOS LOAN SERVICING",7
"Action Professionals, Inc.",10
"Richard H. Kream",3
"Merchants Credit LLC",2
"First Mortgage Solutions",3
"Debt Recovery Pro ,LLC",2
"CBA of GA, Inc.",13
"Genesys National Recovery, Inc.",7
"ALLIANCE FINANCIAL RESOURCES",7
"Seidberg Law Offices, P.C.",6
"Lake Area Collections, LLC",12
"Summit Consumer Group",6
"Credit Bureau of Columbia, Inc.",9
"Qualey Law Group, Inc.",5
"Capstone Funding Group, Inc.",4
"CHECK COLLECTION OF AMERICA, INC.",1
"RDK Collections Inc.",4
"Nationwide Intermediary Services llc",19
"Beard & Lane, P.C.",1
"Advance Title & Abstract, Inc.",1
"TMAGNUSONE Inc",5
"Consumer Collection Advocates",2
"Plastiq Inc.",1
"Global One Arbitration Inc.",6
"Greater Collection Agency Bureau, LLC",16
"Negotiation Credit Services, LLC",1
"Thrive National Corporation",11
"S.B.S. Trust Deed Network",8
"Innovative Collections, LLC",18
"E-Backgroundchecks.com, Inc.",16
"ADVISORS MORTGAGE GROUP, LLC",7
"Earm LLC",18
"Tan Oak Financial",2
"Student Loan Direct",13
"Northwestern Mediation Services",11
"Perennial Funding LLC",1
"DebtHelp, Inc",2
"UNITED STUDENT LOAN SOLUTIONS",8
"JAYANDBEE INC /dba/ HOOSIER ACCOUNTS SERVICE",6
"Blackrock Mitigation Group LLC",14
"National Asset processing LLC",6
"William C. Grossman Law, PLLC.",26
"Revenue Cycle Management Corp",7
"Maven Asset Management, Inc.",1
"United Credit and Collections Inc.",18
"Susan J. Szwed, P.A.",4
"GMS Holdings, Inc.",2
"Advantage One Credit, LLC",19
"ASSOCIATED MORTGAGE BANKERS IN",4
"Weinstein & Riley, P.S.",18
"The Nguyen Law Firm, PLC",6
"NOBLE HOME LOANS INC",2
"Mathes Management Enterprises, Inc.",6
"American First Financial Services, Inc.",2
"One Technologies, LP",19
"Summit AmeriFirst Holdings, Inc.",11
"Vantage Sourcing, LLC",31
"Bubba Hill Auto Plaza Inc",1
"TOP FLITE FINANCIAL INC",9
"Real Property Business Services, Inc.",1
"Law Offices of Hayt, Hayt & Landau, LLC",33
"Burton Neil & Associates, P.C.",16
"Crown Holdings, LLC",12
"Professional Recovery of Longmont, Inc.",2
"ACOPIA CAPITAL GROUP",15
"Federated Law Group",30
"Accounts Receivable Consultants Inc.",23
"NJ LENDERS CORP",5
"Leap Credit, LLC",10
"CalAtlantic Financial Services Inc",14
"Automotive Services Finance, Inc.",12
"Cianfrone, Nikoloff, Grant, & Greenberg, P.A.",1
"Wetherington Hamilton, P.A.",3
"Home Credit Corp. Inc.",8
"Trans National Credit Corporation",5
"Harvest Strategy Group, Inc.",4
"Western Collection Bureau, Inc.",9
"10 Cent Title Pawn Inc",2
"Lefkoff, Rubin, Gleason & Russo, P.C.",4
"Brookshaw Management, LLC",21
"RevCrest, Inc.",8
"Credit Bureau of Council Bluffs, Inc DBA Credit Information Systems",9
"Credit Systems of the Fox Valley, Inc.",17
"Money Management International, Inc.",25
"Law Office of Cynthia Hitt Kent, LLC",2
"Advantage Recovery Group, Inc",2
"Credit Bureau Services of Iowa Inc.",7
"Fleet Mortgage Corp",11
"Collection Solutions Inc.",2
"BCB Investments LLC",17
"Rose Agency Inc.",5
"Madison Management Services, LLC",21
"CU MORTGAGE SERVICES INC.",9
"Glennon Law Firm, LLC",2
"Certified Recovery Systems, Inc.",22
"A+ Financial Services, Inc.",3
"M&S Recovery Solutions",24
"Abendroth and Russell, P.C.",1
"Ark-La-Tex Financial Services, LLC",13
"Union Home Mortgage Corp",27
"BTS Motors, LLC",3
"Century Finance, Inc.",3
"AMERICAN PACIFIC MORTGAGE",36
"Paragon Subrogation Services, Inc",6
"BHFC Financial Services INC",16
"Check Recovery Group",3
"Educational Loan Servicing, LLC",6
"HOME AMERICAN MORTGAGE CORP.",15
"Debt Management Partners LLC",18
"ReliaMax Holding Company",13
"Sharpe Mortgage Lending Services of Georgia, Inc.",1
"R&R Professional Recovery, Inc.",26
"Smoky Management, LLC",5
"ESM Enterprises",3
"NEW CITY FUNDING CORP.",25
"Data Check of America LLC",24
"VIP Mortgage Inc.",3
"William J Allen, P.A.",2
"Law Offices of Gary H. Kreppel P.C.",5
"Stewart, Zlimen & Jungers, Attorneys, Ltd.",9
"Local Data Recovery, LLC",14
"GLFinancial Services LLC",2
"First Commonwealth Mortgage Corp.",3
"Onward Credit Holdings, LLC",10
"NEW MEXICO EDUCATIONAL ASSISTANCE FOUNDATION",18
"National Debt Holdings, LLC",8
"Gaba Law Corporation",10
"HOME HEADQUARTERS, INC",2
"ALLIED MORTGAGE GROUP",12
"Coulter Dove & Harris, PC",5
"ATLANTIC PACIFIC MORTGAGE CORP",23
"DCS Financial, Inc.",7
"VERITAS FUNDING, LLC",5
"Fairway Collections, LLC",13
"FIRST AMERICAN MORTGAGE TRUST",5
"AKT AMERICAN CAPITAL, INC. DBA AMERICAN CAPITAL CORP.",3
"National Debt Group of NY",6
"Professional Accounts Service, Inc. (Indiana)",17
"Beyer Financial Corporation",1
"Newman, Mathis, Brady & Spedale",4
"United Consumer Finance, Inc.",11
"Goodwill Finance LLC",2
"Halstatt Search Partners",1
"Student Loan Financial Assistance",20
"Nexcheck, LLC",5
"Motormax Financial Services Inc.",5
"Summit Collection Services, Inc.",5
"Phelan Hallinan, LLP",5
"1 STOP MONEY CENTERS, LLC",5
"Parker & Associates",2
"DIRECTORS FINANCIAL GROUP",3
"Duane Morris LLP",6
"Midwest Finance Corporation",11
"Volvo Car Financial Services U.S., LLC",18
"Integrated Mediation Solutions LLC",4
"Angel Oak Mortgage Solutions LLC",5
"AAA LEGACY INVESTMENTS",1
"Accudata Credit Systems LLC",8
"Credence Funding Corporation",7
"Kingston Data & Credit International Inc.",5
"West Coast Servicing, Inc.",20
"Nathan & Nathan, P.C.",24
"Upstart Holdings, Inc.",44
"ATLANTIC HOME LOANS INC.",3
"Nair & Levin, P.C.",13
"Michael Wayne Investment",13
"COOPER HEALTH SYSTEM",11
"ALLOCATED BUSINESS MANAGEMENT LLC",3
"Michael Andrews & Associates LLC",11
"CRESCO CAPITAL INC.",10
"SI Mortgage Comapny Co.",1
"Westhill Financial",13
"Rodriguez Fernandez Law Offices, LLC",3
"CLuisMortgages, LLC",1
"Capital Credit and Collection Service, Inc.",24
"VALLEY CREDIT SERVICES, INC. (WI)",15
"Unifirst Mortgage Corporation",5
"NE PROCESSING LLC",9
"A.C.S. Companies, Inc. I",5
"Lawrence A. Patish, P.C.",1
"Unifin Inc.",53
"DFI Funding, Inc.",3
"LIMESTONE TITLE AND ESCROW, LLC",1
"TRUHOME SOLUTIONS, LLC",23
"KWIK MORTGAGE CORPORATION",1
"United Portfolio Corp.",10
"RESIDENTIAL BANCORP",11
"Justice Finance Company",19
"DCI Credit Services, Inc.",24
"CLEVELAND HOME TITLE AGENCY",1
"Crimson Mortgage, Inc.",1
"Burt, Blee, Dixon, Sutton & Bloom, LLP",1
"MORTGAGE UNLIMITED, LLC",4
"Mineola Texas Star, LLC.",3
"ARC Services",14
"Sarasota CCM, Inc.",3
"Zingo Cash Illinois LLC",10
"TLP Mortgage Advisors, LLC",3
"Aequitas Capital Opportunities Fund, LP",4
"Merchants Financial Guardian, Inc.",4
"Capital 1 Consultants",25
"Roach & Murtha, P.C.",14
"FX Quick Cash, LLC",10
"Title Security Agency LLC",4
"Anchor Loans, Inc.",1
"MORTGAGE 1 INCORPORATION",6
"Winona Holdings, Inc.",5
"Alternative Collections LLC",8
"Kirk Law Group PLLC dba Kirk Law",1
"IMPERIAL CREDIT SYSTEMS, INC.",9
"Alessi & Koenig, LLC",6
"Allen & Withrow",14
"AUTOMATED RECOVERY SYSTEMS, INC",2
"Credit Solutions",21
"Mintex Inc.",4
"Rhode Island Student Loan Authority",35
"Innovative Debt Recovery, Inc.",4
"Hamilton National Mortgage Company",4
"MyCRD",1
"Northeast Receivables Management, LLC",10
"Continental Title Holding Co., Inc.",1
"InvestiNet LLC",3
"Rothman Evans, P.C.",1
"ACRANET INC",8
"Global DS Group LLC",2
"Stratedge Inc",1
"National Creditors Connection, Inc",9
"Skyline Financial Corp.",14
"First Financial of Columbia, Inc",4
"Icon Equities, LLC",5
"Cornerstone Home Mortgage",2
"Central Business Funding",9
"Law Offices of Marvin S. C. Dang, LLC",26
"Moneydart Global Services Inc.",9
"Controlled Credit Corporation",11
"COASTAL STATES MORTGAGE CORPORATION",25
"FIRST CHOICE LOAN SERVICES INC.",22
"CARS Acquisition, LLC",13
"CLX Systems/ Westwood Management",11
"BAKER GOVERN & BAKER INC",2
"Niagara Credit Recovery",3
"Clayton Holdings LLC",4
"Legal Prevention Services, LLC.",30
"FIRST PRIORITY FINANCIAL INC",4
"Stein, Wiener & Roth, LLP",7
"GUARANTEED HOME MORTGAGE COMPANY",10
"Insight Capital LLC (NV)",21
"RNN Group, Inc",10
"Grimley Financial Corporation",7
"Greyhill Financial",4
"Moritz Partners L.P.",3
"Mid-South Adjustment Co., Inc.",11
"Higher Education Servicing Corporation, Inc.",8
"RESMAC, INC.",12
"ASSOCIATED MORTGAGE CORP",6
"Armcon Corp",46
"Pinnacle Finance LLC",1
"Bonded Collections of Rice Lake Inc",6
"Quall Cardot LLP",9
"United Credit Service Inc",7
"Cheek Law Offices, LLC",13
"Rock Holdings Inc.",3
"Riverview Law Office, PLLC",10
"LPH, Inc.",11
"WOOD FINANCE INC DBA PREMIER ACCEPTANCE",4
"A-1 Premium Acceptance, Inc.",14
"Forest Recovery Services LLC",22
"CIBC BANK USA",14
"Prizm Financial Company, LLC",17
"RedBrick Financial Group Inc.",4
"Mason, Schilling & Mason Co., LPA",2
"TRACO INVESTMENT CORP",3
"CommonBond, Inc.",16
"Recovco Mortgage Management, LLC",4
"Wright & Lerch Attorneys At Law",11
"Aspen Home Mortgage Group",1
"Central Kentucky Collections",2
"Massachusetts Housing Finance Agency (MassHousing)",8
"J. Mark Heldenbrand PC",7
"DIXIE FINANCE COMPANY",3
"Feldman & Stern, LLC",18
"Consumer Education Services, Inc.",4
"Credit Bureau of Carbon County",67
"SHABANA MOTORS",6
"The McHughes Law Firm, LLC",3
"Credit Bureau of San Luis Obispo & Santa Barbara Counties",14
"BATON ROUGE FINANCIAL SERVICES, L.L.C.",1
"Unisa, Inc",30
"TexCap Financial, LLC",4
"Certified Credit Reporting, Inc.",30
"Solidifi US, Inc.",5
"The Schreiber Law Firm, PLLC",26
"Law Office of Stephen P. Lamb",6
"Professional Collection Service Inc (GA)",20
"Brent D. Stamps, Attorney at Law",10
"Law Office of Ralph L. Sims",1
"Abrahamsen Ratchford, P.C",13
"CAPITAL RESOURCE MANAGEMENT, INC.",11
"Tenaglia & Hunt, PA",10
"RESIDENTIAL WHOLESALE MORTGAGE",1
"Ronald H. Reynolds, Inc.",10
"The Law Offices of Richard W. Krieg, LLC",3
"Smart Auto Leasing",2
"Vehicle Acceptance Corporation",1
"The Law Offices of Burr & Reid, LLP",11
"Schachter Portnoy, L.L.C.",39
"Hypotec Inc.",6
"RIGHT START MORTGAGE, INC.",7
"TH Professional & Medical Collections LTD",19
"Internal Check Systems, LLC",22
"Law Offices of Ross Gelfand, LLC",8
"GUARDIAN MORTGAGE COMPANY, INC.",7
"Pacific National Lending, Inc.",1
"Paul Michael Marketing Service",34
"Rhodes, Kelly Assoc Inc",8
"INTERLINC MORTGAGE SERVICES, LLC",12
"Docuservpro dba Simple Repayment",4
"George Gusses Co., L.P.A.",5
"EULER HERMES UMA, INC.",5
"Pioneer Capital Solutions Inc",19
"G. Reynolds Sims & Associates, P. C.",11
"Sebrite Financial Corporation",1
"Cogent Road, Inc.",17
"Advantage Auto Sales, Inc.",2
"Collection Management Services, Inc.",12
"ResidentCheck, Inc.",2
"Swan Financial Corporation",4
"Accord Business Funding, LLC",2
"New Century Auto Sales, Inc.",8
"Quick Debt Services LLC",13
"Thrivepoint Financial Holdings, Inc.",5
"First Service Residential, Nevada, LLC",14
"South Carolina State Housing Finance and Development Authority",4
"Concord Enterprises, LLC",1
"NorthStar Technologies",24
"TFC Credit Corporation",4
"Apex Resolution Group LLC",15
"Blue Brick Financial LLC",6
"Credit Reporting Services, Inc.",2
"Credit Wise Recovery Solution LLC",14
"WorldRemit Corp.",21
"WILSON & ASSOCIATES, PLLC",10
"Haase and Long, Inc.",2
"The Westmoore Group, LLC",2
"The Hamilton Law Association",9
"4 Star Resolution LLC (Closed)",29
"MORTGAGE SOLUTIONS OF COLORADO",34
"Core Advisory Group, LLC",29
"HOME FINANCE OF AMERICA",14
"Consumer Recovery Solutions, LLC",16
"Colonial Mortgage Service Co. Of America",2
"Synter Resource Group, LLC.",11
"Touchstone Partners, Inc. dba Debt Negotiation Services",4
"Jackson Automotive Resources",5
"DOLEX DOLLAR EXPRESS, INC.",21
"Nationwide Doc Prep Inc",10
"Credit Bureau of Jonesboro, Inc.",7
"Support Collectors, Inc.",20
"Factor Trust",92
"POM Recoveries, Inc.",12
"Law Offices of Frank J. Maier & Associates",1
"Golden State Collections LLC",16
"HOMEOWNERS FINANCIAL GROUP USA",6
"Credit Union Mortgage Association, Inc.",19
"Coastline Financial Resources, LLC",48
"MM Finance, LLC",2
"COLLECTIONS UNLIMITED OF TEXAS INC",20
"Aaron Worldwide Collections Inc.",5
"Home Loans Inc",1
"Innovative Credit Solutions",13
"Essential Retrieval Group",32
"Sterling Asset Resolution LLC",2
"Advantage Financial Service LLC (Idaho)",19
"Rocky Mountain Capital Management",8
"MORTGAGE CAPITAL ASSOCIATES, INC.",16
"Heavner, Beyers & Mihlar LLC",6
"Clearview Resolution Services",26
"Openonline, LLC",4
"A.R.C. Accounts Recovery (U.S.A.) Corporation LLC",8
"Secure Lending Incorporated",4
"LLOYD'S PLAN, INC.",5
"TFC Credit Corporation of California",21
"AMERICAN EQUITY MORTGAGE",27
"Premier Holdings",34
"Richard B. Maner, P. C.",5
"FIRST COLONY MORTGAGE CORP.",5
"Data Line Credit Corp",18
"Specified Credit Association, Inc.",21
"Markoff Law LLC",14
"Financial Rescue, LLC",3
"Credit Card Acquisitions Group",9
"Scott’s Jewelry & Pawn Inc.",2
"Law Offices of Benjamin Woo",1
"Atlas Finance LLC",1
"KMD Partners, LLC d/b/a CreditNinja",8
"National Account Services, Inc.",8
"Credit Shop, Incorporated",7
"Express Cash Mart Management",16
"Open Assets LLC",1
"Credit Services Corporation, LLC",11
"Fair Resolutions, Inc.",3
"CRESCENT MORTGAGE COMPANY",7
"Southwestern Investors Group, LLC",8
"Atlantic Union Bankshares, Inc.",31
"K. HOVNANIAN AMERICAN MORTGAGE, LLC",18
"American Trst Company, Inc.",2
"National Check Bureau, Inc.",12
"PARSON BISHOP SERVICES, INC",17
"FIRST FINANCIAL BANCORP",16
"HomePlus Corporation",3
"Kenneth J. Breitbart & Assoc., PA",1
"FIRST COMMUNITY MORTGAGE, INC.",14
"Dobberstein Law Firm, LLC",13
"Bluestein Hirsch and Associates",9
"The Collection Connection",18
"Taylor Law, PLLC",8
"Law Offices of Timothy E. Baxter & Associates, P.C.",19
"Kaman & Cusimano, LLC",5
"USA CASH SERVICES OF UTAH, INC.",4
"National Default Servicing Corporation",17
"BREMER BANK, NATIONAL ASSOCIATION",13
"Muskegon Car Credit, Inc.",5
"Primary Capital Mortgage, LLC",5
"Jerold Kaplan Law Office, P.C.",12
"Ashwood Financial Inc",20
"1st Maryland Mortgage Corporation",2
"Asset Recovery Inc",9
"Credit Management Services, Inc.",38
"Law Offices of Ed Overcash, LLC",10
"STANDARD MORTGAGE CORPORATION",35
"Matthew Thomas & Associates LLC",18
"Glenn Associates, Inc.",5
"Randolph, Boyd, Cherry and Vaughan",7
"National Account Services Group, LLC.",11
"American Debt Services, LLC",4
"CONTINENTAL HOME LOANS, INC",15
"Northern Service Bureau, Escanaba Inc.",3
"Bonded Business Services, Ltd.",14
"Harbor Front Acquisitions LLC (Closed)",5
"Precise Financial Group, LLC",14
"Colorado Capital Investments, Inc.",6
"Latham, Wagner, Steele & Lehman, P.C.",2
"LD Holdings Group, LLC",847
"SunTx Capital Partners",2
"TRANSCARD, LLC",4
"Taylor Arbitration,LLC",4
"Financial Accounts Service Team Inc.",39
"Apple Law Group, Inc.",12
"Xtreme Products LLC",19
"Finkelstein, Kern, Steinberg & Cunningham, PC",20
"Universal Credit Services, Inc",17
"Barnhall Financial Services, Inc.",1
"STIFEL FINANCIAL CORP.",9
"Credit Bureau of Twin Falls Inc",3
"Schneiderman & Sherman P.C.",3
"Franklin Cohen and Allbright Arbitrations LLC",2
"COMMUNITY BANK SYSTEM, INC.",35
"PNH Worldwide Inc.",1
"PEOPLES FINANCIAL CORP.",4
"CREDIT WORLD SERVICES, INC.",26
"Superior Adjustment, Inc.",13
"Saddleback Acceptance Corporation",2
"Lowcountry Credit Inc.",8
"Sky Group USA, LLC",2
"Credit Bureau of the South, Inc.",31
"James E. Albertelli, P.A., a Florida professional association",20
"Celentano, Stadtmauer & Walentowicz, LLP",2
"eCon Credit LP",10
"General Financial, Inc.",15
"Leon Financial Services",2
"CARVANT FINANCIAL LLC",20
"Northland Healthcare Alliance",3
"Rainier Collection Services, Inc.",6
"Mungo Financial Group",3
"United Recovery Worldwide LLC",14
"CJA Auto Sales, Inc.",7
"The Stark Collection Agency, Inc.",35
"CoreTitle, LLC",2
"CrediautoUSA Financial Company LLC",4
"Schrier, Tolin and Wagman, LLC",6
"Neighborhood Housing Services of Richmond, Inc",7
"Credit Bureau of Marianna, Inc",2
"SKY FINANCIAL SERVICES, INC.",2
"U.S. AUTO SALES INC.",40
"Sullivan Asset Management, LLC",14
"Lotane & Associates, P.A.",13
"ETHOS LENDING LLC",15
"First Equity Mortgage Bankers, Inc.",2
"Barton Creek Auto Credit  LLC",4
"Credit Bureau Central Inc (MS)",8
"FCC Finance, LLC",16
"TOLL BROTHERS INC",25
"Advanced Collection Services, LTD",8
"National Education Servicing, LLC",18
"Olympic Collection Inc.",22
"MNS & Associates LLC",29
"DPL Associates, Ltd.",3
"Recovery Partners, LLC",43
"CrossCheck, Inc.",23
"SUISSE BANCORP",1
"Creditors Service Bureau Inc",12
"Homes By Hunt LLC",1
"Account Recovery Specialists, Inc.",24
"ICQ Search and Recovery Inc.",11
"Consumer Asset Management (Texas)",18
"Elly, LLC",5
"Bryant Bryant & Associates LLC",19
"Greenlink Financial, LLC",6
"Seaside Trustee Inc.",3
"Pacific Rim Alliance Corporation",20
"FirstKey Holdings, LLC",17
"Lightning Fast Finance",2
"Praxis Financial Solutions, Incorporated",54
"Strive Lending, Inc.",2
"The Borland Law Firm, LLC (Closed)",4
"National Consumer Telecom & Utilities Exchange, Inc.",66
"Buckingham Mortgage LLC",1
"DAS ACQUISITION COMPANY, LLC",17
"Thomas & Williams LLC",6
"United Credit Corp. of Southaven",8
"Mexico Transfers, Inc.",1
"Maui Collection Service, Inc.",3
"Pacific Collections",14
"Sterling Home Loans Inc",4
"Goldberg & Peretti, LLC",16
"Executive Credit Management, Inc",12
"Peerless Credit Services Inc",17
"Sykes,Bourdon,Ahern & Levy, P.C.",4
"NFM, INC",13
"Del Toro Loan Servicing, Inc",4
"Valley Collection Service, LLC",25
"Payment Resolution Services",8
"United Check Recovery Bureau, Inc.",32
"Gary A. Smiley Assoc.",1
"RLB Texas Auto Center LLC",3
"Ridgeway Advisory Group LLC",7
"Cumulus Funding LLC",4
"3rd Generation, Inc.",39
"Red Bishop LLC",26
"Life Line Billing Systems, LLC",6
"Mid Continent Credit Services, Inc",23
"Digital Media Solutions, LLC",2
"GENTRY FINANCE CORPORATION",18
"Sunlan Corporation",6
"LEOPOLD & ASSOCIATES, PLLC",7
"Horizon Lending services, LLC",1
"Credit Bureau of York, Inc.",26
"BRite Financial Services, Inc.",34
"Federated Adjustment Company, Inc.",3
"Aurora Financial, LLC",8
"American Collection Systems, Inc",7
"Midwest Diversified Recovery Services, LLC",2
"Med-Health Financial Services, Inc.",8
"Law Offices of Goldsmith & Hull A.P.C.",9
"O and L Law Group, P.L.",17
"Triple AC Resolutions",11
"LENOX FINANCIAL MORTGAGE CORPORATION",7
"CHERRY CREEK MORTGAGE COMPANY INC.",18
"Casesa Bowden Barlow, P.A.",2
"Bayside Capital Services, LLC",43
"METROPOLITAN HOME MORTGAGE, INC.",17
"Sensible Auto Lending, LLC",3
"Miles Funding LLC",2
"Budget Mortgage Corp.",9
"Valley Credit Service, Inc. (OR)",17
"Global Mobile Limited Liability Company",1
"Elite Financial Services, Inc.",31
"HOME FINANCING CENTER",27
"Torriere Holdings INC",16
"Moxley & Associates, LLC",16
"Action Collectors Inc.",1
"The Law Offices of Daniel C. Consuegra",6
"Golden Title Loans LLC",9
"Student Zoom, LLC",11
"American Homestead Mortgage, LLC",1
"PRIORITY FUNDING, LLC",2
"Michaels, Louis & Associates, Inc.",2
"National Recovery Service, Inc.",10
"The Star Financial",5
"United Student Loan Assistance Center",14
"DRIVE NOW ACCEPTANCE LLC",5
"HALLMARK HOME MORTGAGE LLC",14
"TSC Accounts Receivable Solutions",46
"First Choice Assets LLC.",27
"Nationwide Title Clearing, Inc.",7
"Choice Mtg INC.",3
"Simon PLC Attorneys & Counselors",2
"BRIDGELOCK CAPITAL",6
"Northeast Recovery Solutions, LLC",45
"Cornerstone Mortgage Group, LLC",1
"M3 Financial Services, Inc.",2
"National Judgment Recovery Center, L.P.",8
"Campus Student Funding, LLC",48
"Automated Recovery Systems of New Mexico, Inc",4
"Recheck, Inc",2
"FORTUNE FINANCIAL, INC.",2
"iFreedom Direct Corporation",22
"ICUL Service Corporation",1
"Girvin & Ferlazzo, P.C.",3
"Total Recovery Services, Inc",7
"DIRECMANAGEMENT, INC.",27
"MEGASTAR FINANCIAL CORP",5
"2233 Paradise Road LLC",11
"1ST 2ND MORTGAGE CO. OF NJ INC",3
"INTEGRAL RECOVERIES, INC.",16
"ALTERNATIVE DISPUTE RESOLUTIONS",56
"Komyatte & Casbon, P.C.",25
"Convergys",46
"CBM Mortgage, Inc.",3
"Betz-Mitchell Associates, Inc.",2
"RCO Legal, P.S.",17
"Cavalier Mortgage Group",4
"Automotive Management Services, Inc.",12
"INTERFIRST MORTGAGE COMPANY",21
"Dynamic Strategies, Inc",3
"Equity National Title and Closing Services, Inc.",2
"Worth Finance Corporation",20
"M. Richard Epps, P.C.",7
"GEMINI CAPITAL GROUP, LLC",8
"Retention Consulting Services Inc.",11
"Collection at Law, Inc. A.P.C.",8
"AZ Home Loans, LLC",1
"Public Auto Sales Inc.",5
"Rothstein Acquisitions LLC",6
"CAB Receivables, Inc.",42
"Rochester Home Equity, Inc.",10
"EQUITABLE MORTGAGE CORPORATION",1
"LOAN SIMPLE INC.",5
"Ross Financial Recovery Group",4
"American Credit Adjusters",23
"CALIFORNIA RECOVERY BUREAU, INC",10
"Master Finance Company",10
"IPAC'S Inc.",3
"CBM Services, Inc.",27
"L. Blake Morris",3
"MILEND, INC.",9
"Portland Credit Inc",15
"MyScore LLC",2
"Rapid Collection Systems, Inc.",1
"COLORADO HOUSING AND FINANCE AUTHORITY",41
"Cherry Creek Strategic Advisors, LLC",23
"Shenandoah Legal Group, P.C.",1
"JDJ Investments, INC.",24
"GREENTREE MORTGAGE CO. L.P.",2
"Professional Service Bureau",17
"SCV Inc.",17
"Law offices of Steven Cohen LLC",7
"Century Financial Services, Inc.",10
"RESIDENTIAL HOME FUNDING CORP.",20
"Credit Adjustment Services of Harrisburg, Inc",3
"Professional Credit Analysts of MN, Inc.",30
"Synergetic Communication Inc",91
"Carmen V. Porreca, P.C.",8
"Linear Title & Closing, Ltd",6
"Contemporary Information Corp",9
"FULTON FINANCIAL CORPORATION",62
"Lyons, Doughty & Veldhuis, P.C.",57
"Douglas, Chancellor, Meyers and Associates, LLC",30
"Everi Payments Inc.",3
"Patrick K Willis Company Inc",21
"4finance US Holding Company, Inc.",1
"Niagara Restitution Service Inc",21
"EMCC Holdings, LLC",31
"Red Cedar Associates LLC",22
"Triton Management Group, Inc",20
"Grand American Resources, Inc",3
"Georgia Student Finance Authority",28
"RAB, INC.",28
"Drexel Mortgage Corporation",2
"Smith Debnam Narron Drake Saintsing & Myers LLP",38
"College Ave Student Loan Servicing, LLC",11
"Armada Corp.",52
"AMERICAN MORTGAGE & EQUITY CONSULTANTS, INC.",6
"Rocky Mountain Service Bureau, Inc",2
"The Resolution Law Group, APC",2
"National Processing Group LLC",16
"GFS, Inc.",11
"Alpine Financial Solutions, Inc.",6
"Advanced Financial Company",5
"Co-Operative Adjustment Bureau, Inc.",15
"Whetstone Partners, LLC",11
"Williams -Williams Commercial Collections, Inc",2
"Preferred Finanical Services Corporation",2
"YKS Acceptance, Inc.",40
"GOLD STAR MORTGAGE FINANCIAL",9
"GERSHMAN INVESTMENT CORPORATION",1
"Moyer Brown Holdings Enterprise, LLC",6
"Kirkland Financial LLC",8
"Phoenix Management Solutions, LLC",6
"BANC OF CALIFORNIA, INC.",15
"Leaders Financial Company",10
"Collection Bureau of Walla Walla",12
"Credit Bureau of Canyon, Inc",6
"Louisiana Recovery Services Inc.",87
"CORNERSTONE MORTGAGE, INC.",12
"Action Financial Services, LLC",67
"Finance System of Green Bay, Inc.",17
"Armed Forces Loans of Nevada Inc.",15
"Allegiant Capital Recovery LLC",12
"Khoury Alternative Claims Management",9
"Regional Processing Services",18
"Pave, Inc.",1
"Dadiwah 13 of Marietta, Inc.",1
"Sherloq Group, Inc",72
"Remit Corporation",17
"Secure Capital Management, Inc.",16
"Broward Adjustment Services",32
"Merchants Credit Bureau, Inc.",29
"Cascade Creditors Service, llc",4
"Cohen & Associates",23
"Secured Resolutions, LLC",10
"Finance Store Inc.",3
"JP Development, Inc.",2
